,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
65,Bermondsey and Old Southwark,51.4956889020366,-0.07944139498789672,Domino's Pizza,51.49208973500211,-0.08240663311789831,Pizza Place
66,Bermondsey and Old Southwark,51.4956889020366,-0.07944139498789672,Tower Mangal,51.495616,-0.083371,Turkish Restaurant
67,Bermondsey and Old Southwark,51.4956889020366,-0.07944139498789672,Navarro,51.494984,-0.084447004,Spanish Restaurant
68,Bermondsey and Old Southwark,51.4956889020366,-0.07944139498789672,Alscot Road Bus Stop,51.493776,-0.074243,Bus Stop
69,Bermondsey and Old Southwark,51.4956889020366,-0.07944139498789672,Go Native London Bridge,51.49868920994891,-0.0841000888717649,Hotel
70,Bermondsey and Old Southwark,51.4956889020366,-0.07944139498789672,Bricklayer’s Arms Bus Stop BQ,51.49364903335845,-0.08505044142194204,Bus Stop
71,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,The Pill Box Kitchen,51.52530892375142,-0.057130686846530276,Café
72,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Old Street Brewery & Taproom,51.52694979790773,-0.056425817912283925,Brewery
73,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Renegade London Wine,51.527004720063,-0.05638127099145621,Wine Bar
74,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Carmel By The Green,51.526906100086755,-0.05559005290059095,Coffee Shop
75,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Second Shot,51.52741157015986,-0.056625380024357616,Coffee Shop
76,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Crossfit London,51.5249343012573,-0.0544478999264641,Gym / Fitness Center
77,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Offie & Toffie,51.527049647057844,-0.05564014819369852,Convenience Store
78,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Yoga Place E2,51.52736452183718,-0.05769669549080574,Yoga Studio
79,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Quarantacinque,51.52781658028719,-0.051613759730433625,Coffee Shop
80,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Mother Kelly's Bottle Shop and Tap Room,51.52841340778298,-0.05584270159248104,Beer Bar
81,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,The Sun Tavern,51.527251866790415,-0.05831422002258571,Bar
82,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,St. John on Bethnal Green,51.5275048688889,-0.05506110300965171,Church
83,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,London Buddhist Centre,51.52804315975607,-0.051104748635907034,Buddhist Temple
84,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Genesis Cinema,51.52103553273191,-0.05107330177748035,Movie Theater
85,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Sager + Wilde,51.528442708740535,-0.055771475889397196,Restaurant
86,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Taproom By Bethnal Green,51.5246,-0.053847022,Brewery
87,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Arepa & Co,51.528670141037544,-0.05613726930287605,Arepa Restaurant
88,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,The Beehive,51.528416,-0.055739656,Coffee Shop
89,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,V&A Museum of Childhood,51.529038,-0.054832,Museum
90,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,The Camel,51.52904100672222,-0.05213723837700818,Pub
91,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,KO Muaythai Gym,51.525533687236205,-0.0488955637567301,Gym
92,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,The East London Hotel,51.52870884272766,-0.05577128824039721,Hotel
93,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,La Forchetta,51.52717591796396,-0.05782888961874468,Pizza Place
94,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Bethnal Green Tavern,51.526996,-0.05848,Pub
95,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Zamoo,51.52695192685219,-0.060099242794457136,Falafel Restaurant
96,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Backyard Comedy Bar & Kitchen,51.52538327760404,-0.0552535057067871,Comedy Club
97,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,énergie Fitness,51.52525078031082,-0.057011714727200354,Gym
98,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Florist Arms,51.52856490385794,-0.05131911842230492,Pub
99,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Maureen Paley,51.52537482774445,-0.0557780403851393,Art Gallery
100,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,The Larder,51.528309173944926,-0.051151983378779936,Café
101,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Coupette,51.52713295692342,-0.0590603970546924,Cocktail Bar
102,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Museum Gardens,51.52782093509215,-0.05552493962229354,Park
103,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Carpenters Arms,51.52303144163246,-0.05518265325718235,Pub
104,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Paradise Cottage,51.52748457762694,-0.05646854723187086,Fast Food Restaurant
105,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Basicsalon,51.52066871804375,-0.05609303712844848,Cosmetics Shop
106,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Bethnal Green Gardens,51.526701598077565,-0.054781436920166016,Park
107,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,London Cocktail Club,51.52860178115344,-0.055938976091205427,Cocktail Bar
108,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Japanese Canteen,51.52887745284979,-0.055713224354754405,Japanese Restaurant
109,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,The Gym,51.52086024900092,-0.051812035688800495,Gym / Fitness Center
110,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Fugitive Motel,51.524698,-0.055106,Beer Bar
111,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Pizza Hut,51.52570432491057,-0.05543613988106699,Pizza Place
112,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Starbucks,51.52724952342951,-0.05560831922214617,Coffee Shop
113,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Oxford House,51.526144690909156,-0.06122574044963619,Community College
114,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Pizza Hut,51.525568,-0.055447,Pizza Place
115,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Craft Cocktail Company,51.528861393551296,-0.055784439061134714,Cocktail Bar
116,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Subway,51.52713883752807,-0.06007621175865552,Sandwich Place
117,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Nando's,51.5203784,-0.0553902,Portuguese Restaurant
118,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Co-op Food,51.5278072813087,-0.051030309269406195,Grocery Store
119,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Iceland,51.527038795002056,-0.05884414046386326,Grocery Store
120,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Sainsbury's,51.521153673148426,-0.05863679125362786,Supermarket
121,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Sainsbury's Local,51.527046202874146,-0.055861841847968385,Grocery Store
122,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,KFC,51.526900777285626,-0.060640474720753526,Fast Food Restaurant
123,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Asda,51.5219195,-0.0500003,Supermarket
124,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Astro Star Cafe,51.526911,-0.060669,Café
125,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Bethnal Green Gardens Tennis Courts,51.52523975195817,-0.05452246712701292,Tennis Court
126,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Nico's Cafe,51.52722061868189,-0.055569329210525396,Café
127,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Sinh Le,51.52047397511657,-0.053365923726155645,Chinese Restaurant
128,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Chiringuito,51.527665,-0.055335,Tapas Restaurant
129,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Bus Stop B,51.527415983342195,-0.054957308034388676,Bus Stop
130,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,BodyLines Fitness,51.52729672379757,-0.05729198068286995,Gym
131,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Costcutter,51.52784373541725,-0.05104613273588848,Convenience Store
132,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,The Full Monty Cafe,51.528164,-0.051067248,Café
133,Bethnal Green and Bow,51.52479053824603,-0.054383652803566926,Worker's Cafe,51.52816975797684,-0.050854459610100544,Café
134,Bexleyheath and Crayford,51.4635031352762,0.1542967432735408,The Travellers Home,51.46344862168843,0.15095404807737098,Pub
135,Bexleyheath and Crayford,51.4635031352762,0.1542967432735408,Sainsbury's Local,51.46684518,0.15815221,Supermarket
136,Bexleyheath and Crayford,51.4635031352762,0.1542967432735408,Barnehurst Kebab House,51.46568412071467,0.15808326406146167,Middle Eastern Restaurant
137,Bexleyheath and Crayford,51.4635031352762,0.1542967432735408,The Red Barn,51.46541130056492,0.1584923938743259,Pub
138,Bexleyheath and Crayford,51.4635031352762,0.1542967432735408,Chan,51.46557105815644,0.15833901326382685,Asian Restaurant
139,Bexleyheath and Crayford,51.4635031352762,0.1542967432735408,Sopranos Pizza,51.46514879890398,0.1593738601018121,Pizza Place
140,Bexleyheath and Crayford,51.4635031352762,0.1542967432735408,Bexleyheath Bus Garage,51.45939757027452,0.15292485487298815,Bus Station
141,Bexleyheath and Crayford,51.4635031352762,0.1542967432735408,One Stop,51.46596135751268,0.14844043688034125,Post Office
142,Bexleyheath and Crayford,51.4635031352762,0.1542967432735408,Barnehurst Railway Station (BNH),51.4650610814877,0.15971421938287497,Train Station
143,Brent Central,51.54785550057675,-0.24914388338326487,B&M Store,51.54887,-0.24508014,Discount Store
144,Brent Central,51.54785550057675,-0.24914388338326487,Dylan's Bakery,51.547933,-0.248606,Bakery
145,Brent Central,51.54785550057675,-0.24914388338326487,Roundwood Park,51.54473170296801,-0.24657228458566197,Park
146,Brent Central,51.54785550057675,-0.24914388338326487,Sam's Chicken,51.54868866140077,-0.24261972670663526,Fast Food Restaurant
147,Brent North,51.56343033637034,-0.29420542649593473,Sixt rent a car,51.56288491571661,-0.29972650297168,Rental Car Location
148,Brentford and Isleworth,51.47902977766211,-0.3160950733610771,Syon Park,51.47691719173993,-0.31546304753683907,Park
149,Brentford and Isleworth,51.47902977766211,-0.3160950733610771,Syon Lounge,51.47977632054676,-0.31560141443599954,Asian Restaurant
150,Brentford and Isleworth,51.47902977766211,-0.3160950733610771,Pets at Home,51.48222367581043,-0.31423505741481117,Pet Store
151,Brentford and Isleworth,51.47902977766211,-0.3160950733610771,Hilton,51.47958001236627,-0.3154273145529337,Hotel
152,Brentford and Isleworth,51.47902977766211,-0.3160950733610771,Coach And Horses,51.479618957987626,-0.3202013083391779,Gastropub
153,Brentford and Isleworth,51.47902977766211,-0.3160950733610771,Holiday Inn London - Brentford Lock,51.4827062,-0.3126342,Hotel
154,Brentford and Isleworth,51.47902977766211,-0.3160950733610771,Snakes and Ladders,51.48055850981047,-0.3100675729482508,Playground
155,Brentford and Isleworth,51.47902977766211,-0.3160950733610771,Syon Park Garden Restaurant,51.47849860004974,-0.31358508307632577,Restaurant
156,Brentford and Isleworth,51.47902977766211,-0.3160950733610771,Starbucks,51.482541,-0.312367,Coffee Shop
157,Brentford and Isleworth,51.47902977766211,-0.3160950733610771,The Great Conservatory,51.47860336303711,-0.31270286440849304,Historic Site
158,Brentford and Isleworth,51.47902977766211,-0.3160950733610771,Majestic Wine,51.482068337156534,-0.3144941366943431,Wine Shop
159,Brentford and Isleworth,51.47902977766211,-0.3160950733610771,Isleworth Kebab,51.47901446206552,-0.32249805899088285,Middle Eastern Restaurant
160,Bromley and Chislehurst,51.408920030606474,0.037758151601830756,Charlotte King Photography,51.41042328,0.0356719,Photography Studio
161,Bromley and Chislehurst,51.408920030606474,0.037758151601830756,The Oak,51.40583365280867,0.03427032151279248,Bar
162,Bromley and Chislehurst,51.408920030606474,0.037758151601830756,Wanstead Road Bus Stop,51.40620244681051,0.03260808552840395,Bus Stop
163,Bromley and Chislehurst,51.408920030606474,0.037758151601830756,Widmore Recreation Ground,51.405234947090335,0.03428559743071178,Park
164,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Peckham Pelican,51.47426984704418,-0.07715952180623098,Bar
165,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,South London Gallery,51.47405194475679,-0.07957074872909771,Art Gallery
166,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Persepolis,51.47345210865369,-0.07168163023405306,Grocery Store
167,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Lidl,51.4726499779385,-0.0711521745224728,Supermarket
168,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Best Western London Peckham Hotel,51.474110464380075,-0.0755166171999194,Hotel
169,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Lucas Gardens,51.47359916853329,-0.08300657838442704,Park
170,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Lidl,51.47327765153106,-0.07108659480416467,Supermarket
171,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,The Kentish Drovers (Wetherspoon),51.47368263367916,-0.07005184204439249,Pub
172,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Sainsbury's Local,51.47398405146049,-0.08108284540366828,Grocery Store
173,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Subway,51.47322957623185,-0.07004129478082177,Sandwich Place
174,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Costa Coffee,51.473322,-0.069751,Coffee Shop
175,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Warwick Gardens,51.4701553476457,-0.07785081584504787,Park
176,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Peckham Road/Southampton Way,51.474179348070564,-0.07898118507122052,Bus Stop
177,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,The Academy At Peckham Bus Stop,51.474101498242035,-0.07372200659896964,Bus Stop
178,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Cafe Culture,51.4737704129947,-0.0811167823646519,Diner
179,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Fung Sing,51.47374950670322,-0.08125400408249901,Asian Restaurant
180,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Vestry Road Bus Stop,51.473621,-0.081358,Bus Stop
181,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Peckham Pulse Healthy Living Centre,51.474213000496675,-0.07000461365908399,Gym / Fitness Center
182,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Burger King,51.47320204704096,-0.07095916784113213,Fast Food Restaurant
183,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Greggs,51.47261796418854,-0.06996123048839638,Bakery
184,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Poundstretcher,51.47281629917981,-0.07104635238647461,Discount Store
185,Camberwell and Peckham,51.473613156032286,-0.0768788602428306,Nandine,51.471085,-0.082413554,Middle Eastern Restaurant
186,Carshalton and Wallington,51.364119292576135,-0.15524936499272327,Korykos Restaurant,51.36630537006764,-0.1529216574463655,Turkish Restaurant
187,Carshalton and Wallington,51.364119292576135,-0.15524936499272327,TFX International Food Centre,51.361176798689876,-0.15050411224365234,Grocery Store
188,Carshalton and Wallington,51.364119292576135,-0.15524936499272327,Dukes Head,51.36679128227633,-0.15362437132710371,Pub
189,Carshalton and Wallington,51.364119292576135,-0.15524936499272327,Sainsbury's Local,51.365229526770236,-0.16074363725162577,Grocery Store
190,Carshalton and Wallington,51.364119292576135,-0.15524936499272327,Co-op Food,51.36526981590983,-0.16112565994262695,Grocery Store
191,Carshalton and Wallington,51.364119292576135,-0.15524936499272327,Costa Coffee,51.36552580185532,-0.16047239978911246,Coffee Shop
192,Carshalton and Wallington,51.364119292576135,-0.15524936499272327,Parkside Veterinary Centre,51.3635499,-0.15908,Veterinarian
193,Carshalton and Wallington,51.364119292576135,-0.15524936499272327,Westcroft Leisure Centre,51.367976,-0.158408,Gym / Fitness Center
194,Carshalton and Wallington,51.364119292576135,-0.15524936499272327,Re:fit,51.36802536266141,-0.15869826078414917,Physical Therapist
195,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Stamford Bridge,51.48072050567289,-0.18921522667443275,Soccer Stadium
196,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Under the Bridge,51.48170610132176,-0.1897398587369026,Music Venue
197,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Jak's,51.480376990467576,-0.18522784744482323,Restaurant
198,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Delta 360˚ Lounge,51.48098520170579,-0.18936476802246155,Lounge
199,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,The Chelsea Health Club & Spa,51.482586746471476,-0.19095434264115793,Gym / Fitness Center
200,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Chelsea FC Museum,51.48246643300376,-0.19148852051124135,Museum
201,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Fox & Pheasant,51.48185997560509,-0.18753259020349242,Pub
202,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Mathew Harding End,51.48223813101211,-0.19144535064697266,Soccer Stadium
203,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,B Bagel Bakery Bar,51.4850791715674,-0.18241640034416887,Bagel Shop
204,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Bandol,51.48598067370661,-0.1843650179227839,French Restaurant
205,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,La Famiglia,51.48212253247598,-0.1806619992259909,Italian Restaurant
206,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Megan's,51.4789146520069,-0.18804775422627287,Café
207,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,The Chelsea FC Megastore,51.4808061711658,-0.19094267010424973,Sporting Goods Shop
208,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Tea Bar,51.48087467689553,-0.19016119159310008,Café
209,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Rossopomodoro,51.48549258845928,-0.1816404429076724,Italian Restaurant
210,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Masala Grill,51.47994055896835,-0.18606292659570492,Restaurant
211,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Lots Larder,51.479141,-0.182272,Sandwich Place
212,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Cafe Brazil,51.48022037369672,-0.1918364463764104,Brazilian Restaurant
213,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,The Hollywood Arms,51.486059048481444,-0.18418324072092704,Pub
214,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Côte Brasserie,51.485117,-0.182605,French Restaurant
215,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,The Chelsea Ram,51.47912201492962,-0.1824518393045523,Pub
216,Chelsea and Fulham,51.482495284096046,-0.1862815123729107,Tesco Express,51.48285661120666,-0.1858962261594593,Grocery Store
